date,medicine,sale
2024-08-24,Artequin,3
2024-08-25,Coartem,24
2024-08-25,Chloroquine,34
2024-08-25,Fansidar,19
2024-08-25,Artheget,8
2024-08-25,Amdaquin,14
2024-08-25,Basoquin,20
2024-08-25,Gen-M,13
2024-08-25,Primaquine,11
2024-08-25,Quinine,5
2024-08-25,Mefloquine,10
2024-08-25,Artesunate,7
2024-08-25,Arteether,5
2024-08-25,Sulfadoxine-Pyrimethamine,6
2024-08-25,Artemisinin,2
2024-08-25,Artequin,2
2024-08-26,Coartem,33
2024-08-26,Chloroquine,32
2024-08-26,Fansidar,29
2024-08-26,Artheget,29
2024-08-26,Amdaquin,15
2024-08-26,Basoquin,25
2024-08-26,Gen-M,17
2024-08-26,Primaquine,15
2024-08-26,Quinine,15
2024-08-26,Mefloquine,12
2024-08-26,Artesunate,9
2024-08-26,Arteether,6
2024-08-26,Sulfadoxine-Pyrimethamine,6
2024-08-26,Artemisinin,5
2024-08-26,Artequin,3
2024-08-27,Coartem,25
2024-08-27,Chloroquine,18
2024-08-27,Fansidar,9
2024-08-27,Artheget,11
2024-08-27,Amdaquin,7
2024-08-27,Basoquin,11
2024-08-27,Gen-M,9
2024-08-27,Primaquine,10
2024-08-27,Quinine,11
2024-08-27,Mefloquine,2
2024-08-27,Artesunate,5
2024-08-27,Arteether,5
2024-08-27,Sulfadoxine-Pyrimethamine,4
2024-08-27,Artemisinin,4
2024-08-27,Artequin,1
2024-08-28,Coartem,19
2024-08-28,Chloroquine,21
2024-08-28,Fansidar,23
2024-08-28,Artheget,26
2024-08-28,Amdaquin,9
2024-08-28,Basoquin,17
2024-08-28,Gen-M,10
2024-08-28,Primaquine,5
2024-08-28,Quinine,13
2024-08-28,Mefloquine,12
2024-08-28,Artesunate,7
2024-08-28,Arteether,6
2024-08-28,Sulfadoxine-Pyrimethamine,7
2024-08-28,Artemisinin,3
2024-08-28,Artequin,2
2024-08-29,Coartem,16
2024-08-29,Chloroquine,16
2024-08-29,Fansidar,10
2024-08-29,Artheget,8
2024-08-29,Amdaquin,10
2024-08-29,Basoquin,9
2024-08-29,Gen-M,5
2024-08-29,Primaquine,8
2024-08-29,Quinine,7
2024-08-29,Mefloquine,8
2024-08-29,Artesunate,2
2024-08-29,Arteether,3
2024-08-29,Sulfadoxine-Pyrimethamine,4
2024-08-29,Artemisinin,2
2024-08-29,Artequin,3
2024-08-30,Coartem,27
2024-08-30,Chloroquine,21
2024-08-30,Fansidar,11
2024-08-30,Artheget,17
2024-08-30,Amdaquin,20
2024-08-30,Basoquin,13
2024-08-30,Gen-M,21
2024-08-30,Primaquine,14
2024-08-30,Quinine,10
2024-08-30,Mefloquine,5
2024-08-30,Artesunate,7
2024-08-30,Arteether,4
2024-08-30,Sulfadoxine-Pyrimethamine,4
2024-08-30,Artemisinin,3
2024-08-30,Artequin,2
2024-08-31,Coartem,29
2024-08-31,Chloroquine,18
2024-08-31,Fansidar,16
2024-08-31,Artheget,22
2024-08-31,Amdaquin,21
2024-08-31,Basoquin,11
2024-08-31,Gen-M,17
2024-08-31,Primaquine,14
2024-08-31,Quinine,10
2024-08-31,Mefloquine,8
2024-08-31,Artesunate,6
2024-08-31,Arteether,7
2024-08-31,Sulfadoxine-Pyrimethamine,4
2024-08-31,Artemisinin,3
2024-08-31,Artequin,2
2024-09-01,Coartem,8
2024-09-01,Chloroquine,11
2024-09-01,Fansidar,19
2024-09-01,Artheget,18
2024-09-01,Amdaquin,11
2024-09-01,Basoquin,3
2024-09-01,Gen-M,15
2024-09-01,Primaquine,6
2024-09-01,Quinine,11
2024-09-01,Mefloquine,10
2024-09-01,Artesunate,3
2024-09-01,Arteether,3
2024-09-01,Sulfadoxine-Pyrimethamine,4
2024-09-01,Artemisinin,3
2024-09-01,Artequin,3
2024-09-02,Coartem,17
2024-09-02,Chloroquine,17
2024-09-02,Fansidar,19
2024-09-02,Artheget,21
2024-09-02,Amdaquin,13
2024-09-02,Basoquin,11
2024-09-02,Gen-M,6
2024-09-02,Primaquine,12
2024-09-02,Quinine,7
2024-09-02,Mefloquine,11
2024-09-02,Artesunate,3
2024-09-02,Arteether,3
2024-09-02,Sulfadoxine-Pyrimethamine,3
2024-09-02,Artemisinin,1
2024-09-02,Artequin,1
2024-09-03,Coartem,13
2024-09-03,Chloroquine,11
2024-09-03,Fansidar,10
2024-09-03,Artheget,15
2024-09-03,Amdaquin,2
2024-09-03,Basoquin,11
2024-09-03,Gen-M,9
2024-09-03,Primaquine,6
2024-09-03,Quinine,6
2024-09-03,Mefloquine,8
2024-09-03,Artesunate,5
2024-09-03,Arteether,3
2024-09-03,Sulfadoxine-Pyrimethamine,3
2024-09-03,Artemisinin,4
2024-09-03,Artequin,2
2024-09-04,Coartem,17
2024-09-04,Chloroquine,15
2024-09-04,Fansidar,14
2024-09-04,Artheget,18
2024-09-04,Amdaquin,10
2024-09-04,Basoquin,14
2024-09-04,Gen-M,7
2024-09-04,Primaquine,9
2024-09-04,Quinine,7
2024-09-04,Mefloquine,8
2024-09-04,Artesunate,8
2024-09-04,Arteether,4
2024-09-04,Sulfadoxine-Pyrimethamine,5
2024-09-04,Artemisinin,2
2024-09-04,Artequin,1
2024-09-05,Coartem,32
2024-09-05,Chloroquine,19
2024-09-05,Fansidar,14
2024-09-05,Artheget,16
2024-09-05,Amdaquin,9
2024-09-05,Basoquin,12
2024-09-05,Gen-M,9
2024-09-05,Primaquine,9
2024-09-05,Quinine,5
2024-09-05,Mefloquine,8
2024-09-05,Artesunate,5
2024-09-05,Arteether,3
2024-09-05,Sulfadoxine-Pyrimethamine,6
2024-09-05,Artemisinin,1
2024-09-05,Artequin,2
2024-09-06,Coartem,18
2024-09-06,Chloroquine,13
2024-09-06,Fansidar,22
2024-09-06,Artheget,14
2024-09-06,Amdaquin,6
2024-09-06,Basoquin,7
2024-09-06,Gen-M,6
2024-09-06,Primaquine,9
2024-09-06,Quinine,8
2024-09-06,Mefloquine,6
2024-09-06,Artesunate,4
2024-09-06,Arteether,5
2024-09-06,Sulfadoxine-Pyrimethamine,5
2024-09-06,Artemisinin,3
2024-09-06,Artequin,2
2024-09-07,Coartem,15
2024-09-07,Chloroquine,28
2024-09-07,Fansidar,19
2024-09-07,Artheget,12
2024-09-07,Amdaquin,12
2024-09-07,Basoquin,17
2024-09-07,Gen-M,17
2024-09-07,Primaquine,13
2024-09-07,Quinine,13
2024-09-07,Mefloquine,11
2024-09-07,Artesunate,6
2024-09-07,Arteether,2
2024-09-07,Sulfadoxine-Pyrimethamine,4
2024-09-07,Artemisinin,3
2024-09-07,Artequin,3
2024-09-08,Coartem,23
2024-09-08,Chloroquine,1
2024-09-08,Fansidar,15
2024-09-08,Artheget,8
2024-09-08,Amdaquin,8
2024-09-08,Basoquin,6
2024-09-08,Gen-M,8
2024-09-08,Primaquine,9
2024-09-08,Quinine,7
2024-09-08,Mefloquine,5
2024-09-08,Artesunate,8
2024-09-08,Arteether,3
2024-09-08,Sulfadoxine-Pyrimethamine,5
2024-09-08,Artemisinin,3
2024-09-08,Artequin,1
2024-09-09,Coartem,73
2024-09-09,Chloroquine,57
2024-09-09,Fansidar,53
2024-09-09,Artheget,39
2024-09-09,Amdaquin,27
2024-09-09,Basoquin,40
2024-09-09,Gen-M,36
2024-09-09,Primaquine,23
2024-09-09,Quinine,19
2024-09-09,Mefloquine,18
2024-09-09,Artesunate,13
2024-09-09,Arteether,10
2024-09-09,Sulfadoxine-Pyrimethamine,9
2024-09-09,Artemisinin,8
2024-09-09,Artequin,5
2024-09-10,Coartem,29
2024-09-10,Chloroquine,27
2024-09-10,Fansidar,19
2024-09-10,Artheget,14
2024-09-10,Amdaquin,16
2024-09-10,Basoquin,11
2024-09-10,Gen-M,15
2024-09-10,Primaquine,13
2024-09-10,Quinine,10
2024-09-10,Mefloquine,11
2024-09-10,Artesunate,7
2024-09-10,Arteether,5
2024-09-10,Sulfadoxine-Pyrimethamine,3
2024-09-10,Artemisinin,4
2024-09-10,Artequin,3
2024-09-11,Coartem,8
2024-09-11,Chloroquine,4
2024-09-11,Fansidar,12
2024-09-11,Artheget,10
2024-09-11,Amdaquin,6
2024-09-11,Basoquin,9
2024-09-11,Gen-M,18
2024-09-11,Primaquine,7
2024-09-11,Quinine,9
2024-09-11,Mefloquine,7
2024-09-11,Artesunate,7
2024-09-11,Arteether,6
2024-09-11,Sulfadoxine-Pyrimethamine,4
2024-09-11,Artemisinin,5
2024-09-11,Artequin,2
2024-09-12,Coartem,32
2024-09-12,Chloroquine,28
2024-09-12,Fansidar,26
2024-09-12,Artheget,25
2024-09-12,Amdaquin,21
2024-09-12,Basoquin,16
2024-09-12,Gen-M,13
2024-09-12,Primaquine,15
2024-09-12,Quinine,13
2024-09-12,Mefloquine,15
2024-09-12,Artesunate,9
2024-09-12,Arteether,8
2024-09-12,Sulfadoxine-Pyrimethamine,8
2024-09-12,Artemisinin,4
2024-09-12,Artequin,4
2024-09-13,Coartem,36
2024-09-13,Chloroquine,23
2024-09-13,Fansidar,22
2024-09-13,Artheget,23
2024-09-13,Amdaquin,24
2024-09-13,Basoquin,16
2024-09-13,Gen-M,20
2024-09-13,Primaquine,15
2024-09-13,Quinine,14
2024-09-13,Mefloquine,9
2024-09-13,Artesunate,6
2024-09-13,Arteether,3
2024-09-13,Sulfadoxine-Pyrimethamine,6
2024-09-13,Artemisinin,5
2024-09-13,Artequin,3
2024-09-14,Coartem,14
2024-09-14,Chloroquine,9
2024-09-14,Fansidar,14
2024-09-14,Artheget,12
2024-09-14,Amdaquin,7
2024-09-14,Basoquin,16
2024-09-14,Gen-M,14
2024-09-14,Primaquine,11
2024-09-14,Quinine,6
2024-09-14,Mefloquine,7
2024-09-14,Artesunate,3
2024-09-14,Arteether,2
2024-09-14,Sulfadoxine-Pyrimethamine,4
2024-09-14,Artemisinin,4
2024-09-14,Artequin,2
2024-09-15,Coartem,19
2024-09-15,Chloroquine,11
2024-09-15,Fansidar,16
2024-09-15,Artheget,17
2024-09-15,Amdaquin,0
2024-09-15,Basoquin,13
2024-09-15,Gen-M,6
2024-09-15,Primaquine,7
2024-09-15,Quinine,7
2024-09-15,Mefloquine,5
2024-09-15,Artesunate,4
2024-09-15,Arteether,4
2024-09-15,Sulfadoxine-Pyrimethamine,6
2024-09-15,Artemisinin,0
2024-09-15,Artequin,2
2024-09-16,Coartem,22
2024-09-16,Chloroquine,10
2024-09-16,Fansidar,13
2024-09-16,Artheget,7
2024-09-16,Amdaquin,9
2024-09-16,Basoquin,16
2024-09-16,Gen-M,13
2024-09-16,Primaquine,5
2024-09-16,Quinine,9
2024-09-16,Mefloquine,7
2024-09-16,Artesunate,4
2024-09-16,Arteether,3
2024-09-16,Sulfadoxine-Pyrimethamine,2
2024-09-16,Artemisinin,2
2024-09-16,Artequin,2
2024-09-17,Coartem,13
2024-09-17,Chloroquine,27
2024-09-17,Fansidar,18
2024-09-17,Artheget,12
2024-09-17,Amdaquin,15
2024-09-17,Basoquin,15
2024-09-17,Gen-M,12
2024-09-17,Primaquine,10
2024-09-17,Quinine,9
2024-09-17,Mefloquine,4
2024-09-17,Artesunate,6
2024-09-17,Arteether,3
2024-09-17,Sulfadoxine-Pyrimethamine,3
2024-09-17,Artemisinin,2
2024-09-17,Artequin,2
2024-09-18,Coartem,15
2024-09-18,Chloroquine,19
2024-09-18,Fansidar,11
2024-09-18,Artheget,7
2024-09-18,Amdaquin,16
2024-09-18,Basoquin,6
2024-09-18,Gen-M,8
2024-09-18,Primaquine,4
2024-09-18,Quinine,7
2024-09-18,Mefloquine,5
2024-09-18,Artesunate,6
2024-09-18,Arteether,4
2024-09-18,Sulfadoxine-Pyrimethamine,2
2024-09-18,Artemisinin,3
2024-09-18,Artequin,2
2024-09-19,Coartem,0
2024-09-19,Chloroquine,22
2024-09-19,Fansidar,13
2024-09-19,Artheget,3
2024-09-19,Amdaquin,5
2024-09-19,Basoquin,10
2024-09-19,Gen-M,6
2024-09-19,Primaquine,8
2024-09-19,Quinine,5
2024-09-19,Mefloquine,4
2024-09-19,Artesunate,5
2024-09-19,Arteether,4
2024-09-19,Sulfadoxine-Pyrimethamine,4
2024-09-19,Artemisinin,3
2024-09-19,Artequin,2
2024-09-20,Coartem,38
2024-09-20,Chloroquine,42
2024-09-20,Fansidar,25
2024-09-20,Artheget,29
2024-09-20,Amdaquin,27
2024-09-20,Basoquin,25
2024-09-20,Gen-M,21
2024-09-20,Primaquine,21
2024-09-20,Quinine,22
2024-09-20,Mefloquine,17
2024-09-20,Artesunate,8
2024-09-20,Arteether,7
2024-09-20,Sulfadoxine-Pyrimethamine,8
2024-09-20,Artemisinin,6
2024-09-20,Artequin,4
2024-09-21,Coartem,21
2024-09-21,Chloroquine,13
2024-09-21,Fansidar,21
2024-09-21,Artheget,14
2024-09-21,Amdaquin,11
2024-09-21,Basoquin,20
2024-09-21,Gen-M,19
2024-09-21,Primaquine,12
2024-09-21,Quinine,9
2024-09-21,Mefloquine,10
2024-09-21,Artesunate,8
2024-09-21,Arteether,4
2024-09-21,Sulfadoxine-Pyrimethamine,6
2024-09-21,Artemisinin,3
2024-09-21,Artequin,3
2024-09-22,Coartem,28
2024-09-22,Chloroquine,28
2024-09-22,Fansidar,29
2024-09-22,Artheget,30
2024-09-22,Amdaquin,20
2024-09-22,Basoquin,18
2024-09-22,Gen-M,19
2024-09-22,Primaquine,10
2024-09-22,Quinine,14
2024-09-22,Mefloquine,9
2024-09-22,Artesunate,8
2024-09-22,Arteether,6
2024-09-22,Sulfadoxine-Pyrimethamine,7
2024-09-22,Artemisinin,5
2024-09-22,Artequin,3
2024-09-23,Coartem,27
2024-09-23,Chloroquine,18
2024-09-23,Fansidar,18
2024-09-23,Artheget,14
2024-09-23,Amdaquin,19
2024-09-23,Basoquin,15
2024-09-23,Gen-M,12
2024-09-23,Primaquine,9
2024-09-23,Quinine,9
2024-09-23,Mefloquine,10
2024-09-23,Artesunate,6
2024-09-23,Arteether,3
2024-09-23,Sulfadoxine-Pyrimethamine,3
2024-09-23,Artemisinin,3
2024-09-23,Artequin,2
2024-09-24,Coartem,8
2024-09-24,Chloroquine,8
2024-09-24,Fansidar,0
2024-09-24,Artheget,7
2024-09-24,Amdaquin,4
2024-09-24,Basoquin,15
2024-09-24,Gen-M,6
2024-09-24,Primaquine,8
2024-09-24,Quinine,6
2024-09-24,Mefloquine,12
2024-09-24,Artesunate,5
2024-09-24,Arteether,4
2024-09-24,Sulfadoxine-Pyrimethamine,4
2024-09-24,Artemisinin,2
2024-09-24,Artequin,0
2024-09-25,Coartem,38
2024-09-25,Chloroquine,39
2024-09-25,Fansidar,42
2024-09-25,Artheget,34
2024-09-25,Amdaquin,24
2024-09-25,Basoquin,33
2024-09-25,Gen-M,19
2024-09-25,Primaquine,14
2024-09-25,Quinine,15
2024-09-25,Mefloquine,14
2024-09-25,Artesunate,10
2024-09-25,Arteether,6
2024-09-25,Sulfadoxine-Pyrimethamine,7
2024-09-25,Artemisinin,6
2024-09-25,Artequin,3
2024-09-26,Coartem,16
2024-09-26,Chloroquine,13
2024-09-26,Fansidar,11
2024-09-26,Artheget,15
2024-09-26,Amdaquin,10
2024-09-26,Basoquin,9
2024-09-26,Gen-M,12
2024-09-26,Primaquine,9
2024-09-26,Quinine,6
2024-09-26,Mefloquine,5
2024-09-26,Artesunate,5
2024-09-26,Arteether,3
2024-09-26,Sulfadoxine-Pyrimethamine,2
2024-09-26,Artemisinin,2
2024-09-26,Artequin,1
2024-09-27,Coartem,25
2024-09-27,Chloroquine,12
2024-09-27,Fansidar,17
2024-09-27,Artheget,13
2024-09-27,Amdaquin,13
2024-09-27,Basoquin,14
2024-09-27,Gen-M,4
2024-09-27,Primaquine,7
2024-09-27,Quinine,8
2024-09-27,Mefloquine,12
2024-09-27,Artesunate,4
2024-09-27,Arteether,3
2024-09-27,Sulfadoxine-Pyrimethamine,7
2024-09-27,Artemisinin,2
2024-09-27,Artequin,2
2024-09-28,Coartem,13
2024-09-28,Chloroquine,23
2024-09-28,Fansidar,11
2024-09-28,Artheget,13
2024-09-28,Amdaquin,13
2024-09-28,Basoquin,24
2024-09-28,Gen-M,10
2024-09-28,Primaquine,9
2024-09-28,Quinine,9
2024-09-28,Mefloquine,6
2024-09-28,Artesunate,8
2024-09-28,Arteether,5
2024-09-28,Sulfadoxine-Pyrimethamine,5
2024-09-28,Artemisinin,4
2024-09-28,Artequin,2
2024-09-29,Coartem,46
2024-09-29,Chloroquine,36
2024-09-29,Fansidar,33
2024-09-29,Artheget,21
2024-09-29,Amdaquin,23
2024-09-29,Basoquin,22
2024-09-29,Gen-M,21
2024-09-29,Primaquine,17
2024-09-29,Quinine,15
2024-09-29,Mefloquine,13
2024-09-29,Artesunate,7
2024-09-29,Arteether,7
2024-09-29,Sulfadoxine-Pyrimethamine,7
2024-09-29,Artemisinin,5
2024-09-29,Artequin,4
2024-09-30,Coartem,37
2024-09-30,Chloroquine,30
2024-09-30,Fansidar,24
2024-09-30,Artheget,22
2024-09-30,Amdaquin,20
2024-09-30,Basoquin,17
2024-09-30,Gen-M,20
2024-09-30,Primaquine,14
2024-09-30,Quinine,11
2024-09-30,Mefloquine,13
2024-09-30,Artesunate,7
2024-09-30,Arteether,9
2024-09-30,Sulfadoxine-Pyrimethamine,7
2024-09-30,Artemisinin,4
2024-09-30,Artequin,3
2024-10-01,Coartem,11
2024-10-01,Chloroquine,22
2024-10-01,Fansidar,10
2024-10-01,Artheget,16
2024-10-01,Amdaquin,10
2024-10-01,Basoquin,4
2024-10-01,Gen-M,9
2024-10-01,Primaquine,9
2024-10-01,Quinine,6
2024-10-01,Mefloquine,10
2024-10-01,Artesunate,7
2024-10-01,Arteether,5
2024-10-01,Sulfadoxine-Pyrimethamine,5
2024-10-01,Artemisinin,3
2024-10-01,Artequin,2
2024-10-02,Coartem,18
2024-10-02,Chloroquine,8
2024-10-02,Fansidar,21
2024-10-02,Artheget,18
2024-10-02,Amdaquin,7
2024-10-02,Basoquin,14
2024-10-02,Gen-M,10
2024-10-02,Primaquine,7
2024-10-02,Quinine,4
2024-10-02,Mefloquine,7
2024-10-02,Artesunate,5
2024-10-02,Arteether,4
2024-10-02,Sulfadoxine-Pyrimethamine,4
2024-10-02,Artemisinin,2
2024-10-02,Artequin,2
2024-10-03,Coartem,17
2024-10-03,Chloroquine,17
2024-10-03,Fansidar,10
2024-10-03,Artheget,17
2024-10-03,Amdaquin,11
2024-10-03,Basoquin,3
2024-10-03,Gen-M,11
2024-10-03,Primaquine,7
2024-10-03,Quinine,6
2024-10-03,Mefloquine,5
2024-10-03,Artesunate,8
2024-10-03,Arteether,3
2024-10-03,Sulfadoxine-Pyrimethamine,3
2024-10-03,Artemisinin,2
2024-10-03,Artequin,1
2024-10-04,Coartem,18
2024-10-04,Chloroquine,23
2024-10-04,Fansidar,18
2024-10-04,Artheget,12
2024-10-04,Amdaquin,11
2024-10-04,Basoquin,13
2024-10-04,Gen-M,15
2024-10-04,Primaquine,13
2024-10-04,Quinine,3
2024-10-04,Mefloquine,6
2024-10-04,Artesunate,6
2024-10-04,Arteether,3
2024-10-04,Sulfadoxine-Pyrimethamine,5
2024-10-04,Artemisinin,3
2024-10-04,Artequin,3
2024-10-05,Coartem,16
2024-10-05,Chloroquine,13
2024-10-05,Fansidar,16
2024-10-05,Artheget,6
2024-10-05,Amdaquin,10
2024-10-05,Basoquin,13
2024-10-05,Gen-M,5
2024-10-05,Primaquine,11
2024-10-05,Quinine,7
2024-10-05,Mefloquine,6
2024-10-05,Artesunate,7
2024-10-05,Arteether,3
2024-10-05,Sulfadoxine-Pyrimethamine,4
2024-10-05,Artemisinin,2
2024-10-05,Artequin,2
2024-10-06,Coartem,14
2024-10-06,Chloroquine,17
2024-10-06,Fansidar,14
2024-10-06,Artheget,11
2024-10-06,Amdaquin,9
2024-10-06,Basoquin,12
2024-10-06,Gen-M,8
2024-10-06,Primaquine,4
2024-10-06,Quinine,6
2024-10-06,Mefloquine,5
2024-10-06,Artesunate,2
2024-10-06,Arteether,3
2024-10-06,Sulfadoxine-Pyrimethamine,3
2024-10-06,Artemisinin,3
2024-10-06,Artequin,1
2024-10-07,Coartem,31
2024-10-07,Chloroquine,20
2024-10-07,Fansidar,24
2024-10-07,Artheget,13
2024-10-07,Amdaquin,22
2024-10-07,Basoquin,21
2024-10-07,Gen-M,21
2024-10-07,Primaquine,15
2024-10-07,Quinine,12
2024-10-07,Mefloquine,11
2024-10-07,Artesunate,5
2024-10-07,Arteether,6
2024-10-07,Sulfadoxine-Pyrimethamine,7
2024-10-07,Artemisinin,4
2024-10-07,Artequin,4
2024-10-08,Coartem,20
2024-10-08,Chloroquine,19
2024-10-08,Fansidar,13
2024-10-08,Artheget,12
2024-10-08,Amdaquin,8
2024-10-08,Basoquin,12
2024-10-08,Gen-M,12
2024-10-08,Primaquine,12
2024-10-08,Quinine,7
2024-10-08,Mefloquine,5
2024-10-08,Artesunate,6
2024-10-08,Arteether,2
2024-10-08,Sulfadoxine-Pyrimethamine,4
2024-10-08,Artemisinin,2
2024-10-08,Artequin,3
2024-10-09,Coartem,38
2024-10-09,Chloroquine,23
2024-10-09,Fansidar,33
2024-10-09,Artheget,18
2024-10-09,Amdaquin,9
2024-10-09,Basoquin,23
2024-10-09,Gen-M,10
2024-10-09,Primaquine,16
2024-10-09,Quinine,14
2024-10-09,Mefloquine,7
2024-10-09,Artesunate,4
2024-10-09,Arteether,6
2024-10-09,Sulfadoxine-Pyrimethamine,6
2024-10-09,Artemisinin,4
2024-10-09,Artequin,2
2024-10-10,Coartem,13
2024-10-10,Chloroquine,16
2024-10-10,Fansidar,16
2024-10-10,Artheget,12
2024-10-10,Amdaquin,16
2024-10-10,Basoquin,10
2024-10-10,Gen-M,13
2024-10-10,Primaquine,11
2024-10-10,Quinine,15
2024-10-10,Mefloquine,11
2024-10-10,Artesunate,5
2024-10-10,Arteether,4
2024-10-10,Sulfadoxine-Pyrimethamine,6
2024-10-10,Artemisinin,4
2024-10-10,Artequin,2
2024-10-11,Coartem,29
2024-10-11,Chloroquine,20
2024-10-11,Fansidar,13
2024-10-11,Artheget,4
2024-10-11,Amdaquin,5
2024-10-11,Basoquin,8
2024-10-11,Gen-M,2
2024-10-11,Primaquine,6
2024-10-11,Quinine,10
2024-10-11,Mefloquine,5
2024-10-11,Artesunate,6
2024-10-11,Arteether,5
2024-10-11,Sulfadoxine-Pyrimethamine,4
2024-10-11,Artemisinin,3
2024-10-11,Artequin,1
2024-10-12,Coartem,4
2024-10-12,Chloroquine,11
2024-10-12,Fansidar,17
2024-10-12,Artheget,13
2024-10-12,Amdaquin,6
2024-10-12,Basoquin,8
2024-10-12,Gen-M,9
2024-10-12,Primaquine,10
2024-10-12,Quinine,6
2024-10-12,Mefloquine,4
2024-10-12,Artesunate,5
2024-10-12,Arteether,3
2024-10-12,Sulfadoxine-Pyrimethamine,4
2024-10-12,Artemisinin,1
2024-10-12,Artequin,1
2024-10-13,Coartem,19
2024-10-13,Chloroquine,10
2024-10-13,Fansidar,21
2024-10-13,Artheget,11
2024-10-13,Amdaquin,9
2024-10-13,Basoquin,17
2024-10-13,Gen-M,18
2024-10-13,Primaquine,8
2024-10-13,Quinine,8
2024-10-13,Mefloquine,7
2024-10-13,Artesunate,6
2024-10-13,Arteether,3
2024-10-13,Sulfadoxine-Pyrimethamine,5
2024-10-13,Artemisinin,4
2024-10-13,Artequin,2
2024-10-14,Coartem,23
2024-10-14,Chloroquine,8
2024-10-14,Fansidar,20
2024-10-14,Artheget,8
2024-10-14,Amdaquin,16
2024-10-14,Basoquin,16
2024-10-14,Gen-M,7
2024-10-14,Primaquine,9
2024-10-14,Quinine,10
2024-10-14,Mefloquine,8
2024-10-14,Artesunate,5
2024-10-14,Arteether,4
2024-10-14,Sulfadoxine-Pyrimethamine,3
2024-10-14,Artemisinin,4
2024-10-14,Artequin,2
2024-10-15,Coartem,19
2024-10-15,Chloroquine,19
2024-10-15,Fansidar,16
2024-10-15,Artheget,0
2024-10-15,Amdaquin,1
2024-10-15,Basoquin,13
2024-10-15,Gen-M,6
2024-10-15,Primaquine,10
2024-10-15,Quinine,4
2024-10-15,Mefloquine,3
2024-10-15,Artesunate,5
2024-10-15,Arteether,3
2024-10-15,Sulfadoxine-Pyrimethamine,4
2024-10-15,Artemisinin,3
2024-10-15,Artequin,2
2024-10-16,Coartem,12
2024-10-16,Chloroquine,7
2024-10-16,Fansidar,6
2024-10-16,Artheget,10
2024-10-16,Amdaquin,20
2024-10-16,Basoquin,16
2024-10-16,Gen-M,11
2024-10-16,Primaquine,6
2024-10-16,Quinine,7
2024-10-16,Mefloquine,7
2024-10-16,Artesunate,6
2024-10-16,Arteether,5
2024-10-16,Sulfadoxine-Pyrimethamine,4
2024-10-16,Artemisinin,4
2024-10-16,Artequin,2
2024-10-17,Coartem,15
2024-10-17,Chloroquine,24
2024-10-17,Fansidar,20
2024-10-17,Artheget,18
2024-10-17,Amdaquin,13
2024-10-17,Basoquin,6
2024-10-17,Gen-M,4
2024-10-17,Primaquine,6
2024-10-17,Quinine,7
2024-10-17,Mefloquine,4
2024-10-17,Artesunate,4
2024-10-17,Arteether,5
2024-10-17,Sulfadoxine-Pyrimethamine,3
2024-10-17,Artemisinin,3
2024-10-17,Artequin,2
2024-10-18,Coartem,12
2024-10-18,Chloroquine,3
2024-10-18,Fansidar,6
2024-10-18,Artheget,17
2024-10-18,Amdaquin,9
2024-10-18,Basoquin,17
2024-10-18,Gen-M,6
2024-10-18,Primaquine,9
2024-10-18,Quinine,9
2024-10-18,Mefloquine,10
2024-10-18,Artesunate,5
2024-10-18,Arteether,6
2024-10-18,Sulfadoxine-Pyrimethamine,6
2024-10-18,Artemisinin,3
2024-10-18,Artequin,2
2024-10-19,Coartem,12
2024-10-19,Chloroquine,23
2024-10-19,Fansidar,13
2024-10-19,Artheget,8
2024-10-19,Amdaquin,8
2024-10-19,Basoquin,17
2024-10-19,Gen-M,11
2024-10-19,Primaquine,13
2024-10-19,Quinine,9
2024-10-19,Mefloquine,7
2024-10-19,Artesunate,6
2024-10-19,Arteether,3
2024-10-19,Sulfadoxine-Pyrimethamine,2
2024-10-19,Artemisinin,2
2024-10-19,Artequin,1
2024-10-20,Coartem,27
2024-10-20,Chloroquine,20
2024-10-20,Fansidar,13
2024-10-20,Artheget,12
2024-10-20,Amdaquin,13
2024-10-20,Basoquin,17
2024-10-20,Gen-M,10
2024-10-20,Primaquine,14
2024-10-20,Quinine,7
2024-10-20,Mefloquine,7
2024-10-20,Artesunate,5
2024-10-20,Arteether,0
2024-10-20,Sulfadoxine-Pyrimethamine,3
2024-10-20,Artemisinin,4
2024-10-20,Artequin,3
2024-10-21,Coartem,22
2024-10-21,Chloroquine,17
2024-10-21,Fansidar,14
2024-10-21,Artheget,15
2024-10-21,Amdaquin,13
2024-10-21,Basoquin,20
2024-10-21,Gen-M,10
2024-10-21,Primaquine,11
2024-10-21,Quinine,7
2024-10-21,Mefloquine,6
2024-10-21,Artesunate,5
2024-10-21,Arteether,4
2024-10-21,Sulfadoxine-Pyrimethamine,6
2024-10-21,Artemisinin,3
2024-10-21,Artequin,2
2024-10-22,Coartem,18
2024-10-22,Chloroquine,17
2024-10-22,Fansidar,19
2024-10-22,Artheget,11
2024-10-22,Amdaquin,15
2024-10-22,Basoquin,8
2024-10-22,Gen-M,15
2024-10-22,Primaquine,13
2024-10-22,Quinine,10
2024-10-22,Mefloquine,8
2024-10-22,Artesunate,7
2024-10-22,Arteether,5
2024-10-22,Sulfadoxine-Pyrimethamine,5
2024-10-22,Artemisinin,2
2024-10-22,Artequin,2
2024-10-23,Coartem,22
2024-10-23,Chloroquine,17
2024-10-23,Fansidar,14
