date,brand_name,total_sales
24/08/2024,Bifilac,19
25/08/2024,Bifilac,21
26/08/2024,Bifilac,16
27/08/2024,Bifilac,13
28/08/2024,Bifilac,16
29/08/2024,Bifilac,3
30/08/2024,Bifilac,16
31/08/2024,Bifilac,21
1/9/2024,Bifilac,13
2/9/2024,Bifilac,19
3/9/2024,Bifilac,17
4/9/2024,Bifilac,13
5/9/2024,Bifilac,9
6/9/2024,Bifilac,16
7/9/2024,Bifilac,19
8/9/2024,Bifilac,1
9/9/2024,Bifilac,6
10/9/2024,Bifilac,11
11/9/2024,Bifilac,18
12/9/2024,Bifilac,19
13/09/2024,Bifilac,17
14/09/2024,Bifilac,17
15/09/2024,Bifilac,15
16/09/2024,Bifilac,8
17/09/2024,Bifilac,18
18/09/2024,Bifilac,18
19/09/2024,Bifilac,30
20/09/2024,Bifilac,17
21/09/2024,Bifilac,17
22/09/2024,Bifilac,20
23/09/2024,Bifilac,19
24/09/2024,Bifilac,23
25/09/2024,Bifilac,16
26/09/2024,Bifilac,12
27/09/2024,Bifilac,22
28/09/2024,Bifilac,17
29/09/2024,Bifilac,16
30/09/2024,Bifilac,19
1/10/2024,Bifilac,12
2/10/2024,Bifilac,5
3/10/2024,Bifilac,16
4/10/2024,Bifilac,12
5/10/2024,Bifilac,22
6/10/2024,Bifilac,12
7/10/2024,Bifilac,16
8/10/2024,Bifilac,23
9/10/2024,Bifilac,11
10/10/2024,Bifilac,18
11/10/2024,Bifilac,5
12/10/2024,Bifilac,6
13/10/2024,Bifilac,17
14/10/2024,Bifilac,12
15/10/2024,Bifilac,12
16/10/2024,Bifilac,7
17/10/2024,Bifilac,7
18/10/2024,Bifilac,9
19/10/2024,Bifilac,8
20/10/2024,Bifilac,15
21/10/2024,Bifilac,19
22/10/2024,Bifilac,17
23/10/2024,Bifilac,9
24/10/2024,Bifilac,10
25/10/2024,Bifilac,7
26/10/2024,Bifilac,10
27/10/2024,Bifilac,7
28/10/2024,Bifilac,13
29/10/2024,Bifilac,13
30/10/2024,Bifilac,12
31/10/2024,Bifilac,23
1/11/2024,Bifilac,8
2/11/2024,Bifilac,0
3/11/2024,Bifilac,11
4/11/2024,Bifilac,12
5/11/2024,Bifilac,4
6/11/2024,Bifilac,17
7/11/2024,Bifilac,5
8/11/2024,Bifilac,12
9/11/2024,Bifilac,9
10/11/2024,Bifilac,3
11/11/2024,Bifilac,4
12/11/2024,Bifilac,9
13/11/2024,Bifilac,7
14/11/2024,Bifilac,9
15/11/2024,Bifilac,10
16/11/2024,Bifilac,12
17/11/2024,Bifilac,12
18/11/2024,Bifilac,10
19/11/2024,Bifilac,12
20/11/2024,Bifilac,8
21/11/2024,Bifilac,9
22/11/2024,Bifilac,4
23/11/2024,Bifilac,3
24/11/2024,Bifilac,7
25/11/2024,Bifilac,9
26/11/2024,Bifilac,12
27/11/2024,Bifilac,5
28/11/2024,Bifilac,10
29/11/2024,Bifilac,13
30/11/2024,Bifilac,27
1/12/2024,Bifilac,9
2/12/2024,Bifilac,6
3/12/2024,Bifilac,9
4/12/2024,Bifilac,8
5/12/2024,Bifilac,8
6/12/2024,Bifilac,9
7/12/2024,Bifilac,10
8/12/2024,Bifilac,8
9/12/2024,Bifilac,8
10/12/2024,Bifilac,12
11/12/2024,Bifilac,5
12/12/2024,Bifilac,5
13/12/2024,Bifilac,6
14/12/2024,Bifilac,9
15/12/2024,Bifilac,6
16/12/2024,Bifilac,1
17/12/2024,Bifilac,8
18/12/2024,Bifilac,9
19/12/2024,Bifilac,4
20/12/2024,Bifilac,8
21/12/2024,Bifilac,8
22/12/2024,Bifilac,17
23/12/2024,Bifilac,6
24/12/2024,Bifilac,5
25/12/2024,Bifilac,2
26/12/2024,Bifilac,4
27/12/2024,Bifilac,4
28/12/2024,Bifilac,9
29/12/2024,Bifilac,6
30/12/2024,Bifilac,3
31/12/2024,Bifilac,19
1/1/2025,Bifilac,9
2/1/2025,Bifilac,6
3/1/2025,Bifilac,12
4/1/2025,Bifilac,6
5/1/2025,Bifilac,7
6/1/2025,Bifilac,12
7/1/2025,Bifilac,12
8/1/2025,Bifilac,12
9/1/2025,Bifilac,13
10/1/2025,Bifilac,11
11/1/2025,Bifilac,7
12/1/2025,Bifilac,13
13/01/2025,Bifilac,19
14/01/2025,Bifilac,11
15/01/2025,Bifilac,17
16/01/2025,Bifilac,18
17/01/2025,Bifilac,4
18/01/2025,Bifilac,22
19/01/2025,Bifilac,23
20/01/2025,Bifilac,18
21/01/2025,Bifilac,10
22/01/2025,Bifilac,24
23/01/2025,Bifilac,19
24/01/2025,Bifilac,14
25/01/2025,Bifilac,4
26/01/2025,Bifilac,8
27/01/2025,Bifilac,15
28/01/2025,Bifilac,9
29/01/2025,Bifilac,13
30/01/2025,Bifilac,15
31/01/2025,Bifilac,22
1/2/2025,Bifilac,6
2/2/2025,Bifilac,15
3/2/2025,Bifilac,14
4/2/2025,Bifilac,7
5/2/2025,Bifilac,9
6/2/2025,Bifilac,8
7/2/2025,Bifilac,7
8/2/2025,Bifilac,13
9/2/2025,Bifilac,23
10/2/2025,Bifilac,11
11/2/2025,Bifilac,8
12/2/2025,Bifilac,6
13/02/2025,Bifilac,7
14/02/2025,Bifilac,13
15/02/2025,Bifilac,13
16/02/2025,Bifilac,19
17/02/2025,Bifilac,16
18/02/2025,Bifilac,13
19/02/2025,Bifilac,8
20/02/2025,Bifilac,19
1/1/2024,Calpol,5
2/1/2024,Calpol,6
3/1/2024,Calpol,8
4/1/2024,Calpol,8
5/1/2024,Calpol,8
6/1/2024,Calpol,5
7/1/2024,Calpol,6
8/1/2024,Calpol,8
9/1/2024,Calpol,8
10/1/2024,Calpol,4
11/1/2024,Calpol,7
12/1/2024,Calpol,7
13/01/2024,Calpol,7
14/01/2024,Calpol,6
15/01/2024,Calpol,5
16/01/2024,Calpol,8
17/01/2024,Calpol,8
18/01/2024,Calpol,5
19/01/2024,Calpol,7
20/01/2024,Calpol,4
21/01/2024,Calpol,5
22/01/2024,Calpol,8
23/01/2024,Calpol,10
24/01/2024,Calpol,4
25/01/2024,Calpol,7
26/01/2024,Calpol,11
27/01/2024,Calpol,10
28/01/2024,Calpol,7
29/01/2024,Calpol,7
30/01/2024,Calpol,5
31/01/2024,Calpol,10
1/2/2024,Calpol,8
2/2/2024,Calpol,4
3/2/2024,Calpol,3
4/2/2024,Calpol,5
5/2/2024,Calpol,11
6/2/2024,Calpol,5
7/2/2024,Calpol,8
8/2/2024,Calpol,6
9/2/2024,Calpol,8
10/2/2024,Calpol,6
11/2/2024,Calpol,8
12/2/2024,Calpol,11
13/02/2024,Calpol,7
14/02/2024,Calpol,10
15/02/2024,Calpol,6
16/02/2024,Calpol,9
17/02/2024,Calpol,8
18/02/2024,Calpol,8
19/02/2024,Calpol,5
20/02/2024,Calpol,6
21/02/2024,Calpol,4
22/02/2024,Calpol,8
23/02/2024,Calpol,8
24/02/2024,Calpol,7
25/02/2024,Calpol,11
26/02/2024,Calpol,7
27/02/2024,Calpol,6
28/02/2024,Calpol,6
29/02/2024,Calpol,8
1/3/2024,Calpol,9
2/3/2024,Calpol,9
3/3/2024,Calpol,8
4/3/2024,Calpol,6
5/3/2024,Calpol,12
6/3/2024,Calpol,8
7/3/2024,Calpol,4
8/3/2024,Calpol,7
9/3/2024,Calpol,9
10/3/2024,Calpol,1
11/3/2024,Calpol,5
12/3/2024,Calpol,8
13/03/2024,Calpol,9
14/03/2024,Calpol,8
15/03/2024,Calpol,12
16/03/2024,Calpol,8
17/03/2024,Calpol,4
18/03/2024,Calpol,6
19/03/2024,Calpol,7
20/03/2024,Calpol,6
21/03/2024,Calpol,6
22/03/2024,Calpol,9
23/03/2024,Calpol,7
24/03/2024,Calpol,9
25/03/2024,Calpol,8
26/03/2024,Calpol,9
27/03/2024,Calpol,6
28/03/2024,Calpol,6
29/03/2024,Calpol,7
30/03/2024,Calpol,4
31/03/2024,Calpol,7
1/4/2024,Calpol,5
2/4/2024,Calpol,7
3/4/2024,Calpol,10
4/4/2024,Calpol,4
5/4/2024,Calpol,10
6/4/2024,Calpol,8
7/4/2024,Calpol,8
8/4/2024,Calpol,6
9/4/2024,Calpol,5
10/4/2024,Calpol,7
11/4/2024,Calpol,5
12/4/2024,Calpol,3
13/04/2024,Calpol,3
14/04/2024,Calpol,11
15/04/2024,Calpol,4
16/04/2024,Calpol,8
17/04/2024,Calpol,7
18/04/2024,Calpol,6
19/04/2024,Calpol,8
20/04/2024,Calpol,6
21/04/2024,Calpol,7
22/04/2024,Calpol,3
23/04/2024,Calpol,6
24/04/2024,Calpol,3
25/04/2024,Calpol,9
26/04/2024,Calpol,11
27/04/2024,Calpol,5
28/04/2024,Calpol,8
29/04/2024,Calpol,8
30/04/2024,Calpol,9
1/5/2024,Calpol,5
2/5/2024,Calpol,11
3/5/2024,Calpol,10
4/5/2024,Calpol,6
5/5/2024,Calpol,8
6/5/2024,Calpol,7
7/5/2024,Calpol,5
8/5/2024,Calpol,8
9/5/2024,Calpol,10
10/5/2024,Calpol,5
11/5/2024,Calpol,8
12/5/2024,Calpol,6
13/05/2024,Calpol,7
14/05/2024,Calpol,6
15/05/2024,Calpol,12
16/05/2024,Calpol,5
17/05/2024,Calpol,8
18/05/2024,Calpol,8
19/05/2024,Calpol,7
20/05/2024,Calpol,9
21/05/2024,Calpol,8
22/05/2024,Calpol,5
23/05/2024,Calpol,7
24/05/2024,Calpol,12
25/05/2024,Calpol,4
26/05/2024,Calpol,12
27/05/2024,Calpol,9
28/05/2024,Calpol,8
29/05/2024,Calpol,9
30/05/2024,Calpol,8
31/05/2024,Calpol,7
1/6/2024,Calpol,9
2/6/2024,Calpol,7
3/6/2024,Calpol,10
4/6/2024,Calpol,11
5/6/2024,Calpol,7
6/6/2024,Calpol,9
7/6/2024,Calpol,4
8/6/2024,Calpol,9
9/6/2024,Calpol,3
10/6/2024,Calpol,3
11/6/2024,Calpol,6
12/6/2024,Calpol,8
13/06/2024,Calpol,6
14/06/2024,Calpol,12
15/06/2024,Calpol,7
16/06/2024,Calpol,5
17/06/2024,Calpol,7
18/06/2024,Calpol,7
19/06/2024,Calpol,7
20/06/2024,Calpol,7
21/06/2024,Calpol,8
22/06/2024,Calpol,6
23/06/2024,Calpol,6
24/06/2024,Calpol,9
25/06/2024,Calpol,8
26/06/2024,Calpol,5
27/06/2024,Calpol,6
28/06/2024,Calpol,7
29/06/2024,Calpol,7
30/06/2024,Calpol,10
1/7/2024,Calpol,9
2/7/2024,Calpol,8
3/7/2024,Calpol,4
4/7/2024,Calpol,8
5/7/2024,Calpol,10
6/7/2024,Calpol,10
7/7/2024,Calpol,5
8/7/2024,Calpol,10
9/7/2024,Calpol,5
10/7/2024,Calpol,12
11/7/2024,Calpol,9
12/7/2024,Calpol,7
13/07/2024,Calpol,8
14/07/2024,Calpol,8
15/07/2024,Calpol,9
16/07/2024,Calpol,8
17/07/2024,Calpol,9
18/07/2024,Calpol,6
19/07/2024,Calpol,7
20/07/2024,Calpol,8
21/07/2024,Calpol,10
22/07/2024,Calpol,11
23/07/2024,Calpol,10
24/07/2024,Calpol,7
25/07/2024,Calpol,9
26/07/2024,Calpol,3
27/07/2024,Calpol,9
28/07/2024,Calpol,6
29/07/2024,Calpol,11
30/07/2024,Calpol,7
31/07/2024,Calpol,9
1/8/2024,Calpol,6
2/8/2024,Calpol,9
3/8/2024,Calpol,10
4/8/2024,Calpol,10
5/8/2024,Calpol,12
6/8/2024,Calpol,8
7/8/2024,Calpol,13
8/8/2024,Calpol,9
9/8/2024,Calpol,10
10/8/2024,Calpol,8
11/8/2024,Calpol,6
12/8/2024,Calpol,10
13/08/2024,Calpol,7
14/08/2024,Calpol,8
15/08/2024,Calpol,8
16/08/2024,Calpol,5
17/08/2024,Calpol,6
18/08/2024,Calpol,8
19/08/2024,Calpol,7
20/08/2024,Calpol,7
21/08/2024,Calpol,5
22/08/2024,Calpol,6
23/08/2024,Calpol,8
24/08/2024,Calpol,10
25/08/2024,Calpol,9
26/08/2024,Calpol,9
27/08/2024,Calpol,8
28/08/2024,Calpol,5
29/08/2024,Calpol,2
30/08/2024,Calpol,11
31/08/2024,Calpol,9
1/9/2024,Calpol,10
2/9/2024,Calpol,10
3/9/2024,Calpol,8
4/9/2024,Calpol,13
5/9/2024,Calpol,7
6/9/2024,Calpol,6
7/9/2024,Calpol,17
8/9/2024,Calpol,12
9/9/2024,Calpol,6
10/9/2024,Calpol,12
11/9/2024,Calpol,8
12/9/2024,Calpol,8
13/09/2024,Calpol,8
14/09/2024,Calpol,12
15/09/2024,Calpol,11
16/09/2024,Calpol,6
17/09/2024,Calpol,8
18/09/2024,Calpol,4
19/09/2024,Calpol,12
20/09/2024,Calpol,8
21/09/2024,Calpol,10
22/09/2024,Calpol,30
23/09/2024,Calpol,11
24/09/2024,Calpol,15
25/09/2024,Calpol,10
26/09/2024,Calpol,9
27/09/2024,Calpol,11
28/09/2024,Calpol,10
29/09/2024,Calpol,11
30/09/2024,Calpol,10
1/10/2024,Calpol,6
2/10/2024,Calpol,10
3/10/2024,Calpol,30
4/10/2024,Calpol,7
5/10/2024,Calpol,9
6/10/2024,Calpol,7
7/10/2024,Calpol,20
8/10/2024,Calpol,9
9/10/2024,Calpol,11
10/10/2024,Calpol,7
11/10/2024,Calpol,4
12/10/2024,Calpol,12
13/10/2024,Calpol,7
14/10/2024,Calpol,4
15/10/2024,Calpol,6
16/10/2024,Calpol,6
17/10/2024,Calpol,8
18/10/2024,Calpol,6
19/10/2024,Calpol,9
20/10/2024,Calpol,18
21/10/2024,Calpol,10
22/10/2024,Calpol,12
23/10/2024,Calpol,9
24/10/2024,Calpol,7
25/10/2024,Calpol,7
26/10/2024,Calpol,9
27/10/2024,Calpol,8
28/10/2024,Calpol,5
29/10/2024,Calpol,8
30/10/2024,Calpol,8
31/10/2024,Calpol,9
1/11/2024,Calpol,8
2/11/2024,Calpol,5
3/11/2024,Calpol,8
4/11/2024,Calpol,8
5/11/2024,Calpol,7
6/11/2024,Calpol,9
7/11/2024,Calpol,10
8/11/2024,Calpol,4
9/11/2024,Calpol,7
10/11/2024,Calpol,5
11/11/2024,Calpol,6
12/11/2024,Calpol,11
13/11/2024,Calpol,5
14/11/2024,Calpol,10
15/11/2024,Calpol,8
16/11/2024,Calpol,2
17/11/2024,Calpol,8
18/11/2024,Calpol,4
19/11/2024,Calpol,7
20/11/2024,Calpol,8
21/11/2024,Calpol,7
22/11/2024,Calpol,6
23/11/2024,Calpol,8
24/11/2024,Calpol,9
25/11/2024,Calpol,7
26/11/2024,Calpol,6
27/11/2024,Calpol,4
28/11/2024,Calpol,6
29/11/2024,Calpol,7
30/11/2024,Calpol,11
1/12/2024,Calpol,7
2/12/2024,Calpol,9
3/12/2024,Calpol,9
4/12/2024,Calpol,8
5/12/2024,Calpol,6
6/12/2024,Calpol,6
7/12/2024,Calpol,12
8/12/2024,Calpol,5
9/12/2024,Calpol,6
10/12/2024,Calpol,5
11/12/2024,Calpol,10
12/12/2024,Calpol,6
13/12/2024,Calpol,4
14/12/2024,Calpol,6
15/12/2024,Calpol,5
16/12/2024,Calpol,6
17/12/2024,Calpol,9
18/12/2024,Calpol,8
19/12/2024,Calpol,4
20/12/2024,Calpol,6
21/12/2024,Calpol,7
22/12/2024,Calpol,5
23/12/2024,Calpol,9
24/12/2024,Calpol,5
25/12/2024,Calpol,11
26/12/2024,Calpol,7
27/12/2024,Calpol,7
28/12/2024,Calpol,8
29/12/2024,Calpol,7
30/12/2024,Calpol,4
31/12/2024,Calpol,10
1/1/2025,Calpol,7
2/1/2025,Calpol,7
3/1/2025,Calpol,10
4/1/2025,Calpol,8
5/1/2025,Calpol,3
6/1/2025,Calpol,7
7/1/2025,Calpol,12
8/1/2025,Calpol,11
9/1/2025,Calpol,10
10/1/2025,Calpol,6
11/1/2025,Calpol,8
12/1/2025,Calpol,7
13/01/2025,Calpol,4
14/01/2025,Calpol,5
15/01/2025,Calpol,8
16/01/2025,Calpol,9
17/01/2025,Calpol,8
18/01/2025,Calpol,14
19/01/2025,Calpol,9
20/01/2025,Calpol,10
21/01/2025,Calpol,7
22/01/2025,Calpol,9
23/01/2025,Calpol,9
24/01/2025,Calpol,5
25/01/2025,Calpol,8
26/01/2025,Calpol,6
27/01/2025,Calpol,8
28/01/2025,Calpol,7
29/01/2025,Calpol,5
30/01/2025,Calpol,5
31/01/2025,Calpol,10
1/2/2025,Calpol,7
2/2/2025,Calpol,6
3/2/2025,Calpol,8
4/2/2025,Calpol,4
5/2/2025,Calpol,7
6/2/2025,Calpol,8
7/2/2025,Calpol,5
8/2/2025,Calpol,9
9/2/2025,Calpol,9
10/2/2025,Calpol,8
11/2/2025,Calpol,5
12/2/2025,Calpol,8
13/02/2025,Calpol,8
14/02/2025,Calpol,8
15/02/2025,Calpol,9
16/02/2025,Calpol,11
17/02/2025,Calpol,9
18/02/2025,Calpol,7
19/02/2025,Calpol,6
20/02/2025,Calpol,3
1/1/2024,Disprol,7
2/1/2024,Disprol,3
3/1/2024,Disprol,15
4/1/2024,Disprol,14
5/1/2024,Disprol,5
6/1/2024,Disprol,7
7/1/2024,Disprol,4
8/1/2024,Disprol,14
9/1/2024,Disprol,19
10/1/2024,Disprol,13
11/1/2024,Disprol,8
12/1/2024,Disprol,10
13/01/2024,Disprol,10
14/01/2024,Disprol,6
15/01/2024,Disprol,11
16/01/2024,Disprol,11
17/01/2024,Disprol,5
18/01/2024,Disprol,2
19/01/2024,Disprol,12
20/01/2024,Disprol,9
21/01/2024,Disprol,10
22/01/2024,Disprol,5
23/01/2024,Disprol,5
24/01/2024,Disprol,12
25/01/2024,Disprol,8
26/01/2024,Disprol,4
27/01/2024,Disprol,16
28/01/2024,Disprol,9
29/01/2024,Disprol,8
30/01/2024,Disprol,3
31/01/2024,Disprol,25
1/2/2024,Disprol,0
2/2/2024,Disprol,1
3/2/2024,Disprol,10
4/2/2024,Disprol,10
5/2/2024,Disprol,3
6/2/2024,Disprol,8
7/2/2024,Disprol,20
8/2/2024,Disprol,12
9/2/2024,Disprol,12
10/2/2024,Disprol,10
11/2/2024,Disprol,4
12/2/2024,Disprol,7
13/02/2024,Disprol,9
14/02/2024,Disprol,9
15/02/2024,Disprol,1
16/02/2024,Disprol,6
17/02/2024,Disprol,17
18/02/2024,Disprol,10
19/02/2024,Disprol,18
20/02/2024,Disprol,15
21/02/2024,Disprol,6
22/02/2024,Disprol,3
23/02/2024,Disprol,5
24/02/2024,Disprol,3
25/02/2024,Disprol,15
26/02/2024,Disprol,9
27/02/2024,Disprol,2
28/02/2024,Disprol,12
29/02/2024,Disprol,21
1/3/2024,Disprol,8
2/3/2024,Disprol,6
3/3/2024,Disprol,14
4/3/2024,Disprol,8
5/3/2024,Disprol,3
6/3/2024,Disprol,9
7/3/2024,Disprol,3
8/3/2024,Disprol,15
9/3/2024,Disprol,9
10/3/2024,Disprol,7
11/3/2024,Disprol,11
12/3/2024,Disprol,9
13/03/2024,Disprol,11
14/03/2024,Disprol,9
15/03/2024,Disprol,13
16/03/2024,Disprol,11
17/03/2024,Disprol,4
18/03/2024,Disprol,6
19/03/2024,Disprol,4
20/03/2024,Disprol,2
21/03/2024,Disprol,14
22/03/2024,Disprol,11
23/03/2024,Disprol,4
24/03/2024,Disprol,17
25/03/2024,Disprol,18
26/03/2024,Disprol,9
27/03/2024,Disprol,15
28/03/2024,Disprol,19
29/03/2024,Disprol,6
30/03/2024,Disprol,6
31/03/2024,Disprol,16
1/4/2024,Disprol,5
2/4/2024,Disprol,13
3/4/2024,Disprol,8
4/4/2024,Disprol,13
5/4/2024,Disprol,6
6/4/2024,Disprol,11
7/4/2024,Disprol,10
8/4/2024,Disprol,10
9/4/2024,Disprol,14
10/4/2024,Disprol,12
11/4/2024,Disprol,7
12/4/2024,Disprol,14
13/04/2024,Disprol,8
14/04/2024,Disprol,13
15/04/2024,Disprol,9
16/04/2024,Disprol,14
17/04/2024,Disprol,16
18/04/2024,Disprol,2
19/04/2024,Disprol,4
20/04/2024,Disprol,5
21/04/2024,Disprol,12
22/04/2024,Disprol,4
23/04/2024,Disprol,10
24/04/2024,Disprol,7
25/04/2024,Disprol,8
26/04/2024,Disprol,9
27/04/2024,Disprol,7
28/04/2024,Disprol,9
29/04/2024,Disprol,11
30/04/2024,Disprol,21
1/5/2024,Disprol,9
2/5/2024,Disprol,8
3/5/2024,Disprol,13
4/5/2024,Disprol,7
5/5/2024,Disprol,8
6/5/2024,Disprol,6
7/5/2024,Disprol,16
8/5/2024,Disprol,10
9/5/2024,Disprol,8
10/5/2024,Disprol,18
11/5/2024,Disprol,13
12/5/2024,Disprol,5
13/05/2024,Disprol,15
14/05/2024,Disprol,8
15/05/2024,Disprol,15
16/05/2024,Disprol,15
17/05/2024,Disprol,11
18/05/2024,Disprol,17
19/05/2024,Disprol,5
20/05/2024,Disprol,10
21/05/2024,Disprol,9
22/05/2024,Disprol,20
23/05/2024,Disprol,15
24/05/2024,Disprol,6
25/05/2024,Disprol,9
26/05/2024,Disprol,15
27/05/2024,Disprol,8
28/05/2024,Disprol,10
29/05/2024,Disprol,9
30/05/2024,Disprol,4
31/05/2024,Disprol,20
1/6/2024,Disprol,6
2/6/2024,Disprol,6
3/6/2024,Disprol,6
4/6/2024,Disprol,11
5/6/2024,Disprol,13
6/6/2024,Disprol,5
7/6/2024,Disprol,6
8/6/2024,Disprol,10
9/6/2024,Disprol,10
10/6/2024,Disprol,4
11/6/2024,Disprol,6
12/6/2024,Disprol,6
13/06/2024,Disprol,13
14/06/2024,Disprol,14
15/06/2024,Disprol,14
16/06/2024,Disprol,12
17/06/2024,Disprol,11
18/06/2024,Disprol,1
19/06/2024,Disprol,7
20/06/2024,Disprol,15
21/06/2024,Disprol,14
22/06/2024,Disprol,14
23/06/2024,Disprol,10
24/06/2024,Disprol,18
25/06/2024,Disprol,8
26/06/2024,Disprol,17
27/06/2024,Disprol,9
28/06/2024,Disprol,5
29/06/2024,Disprol,5
30/06/2024,Disprol,19
1/7/2024,Disprol,6
2/7/2024,Disprol,5
3/7/2024,Disprol,0
4/7/2024,Disprol,9
5/7/2024,Disprol,18
6/7/2024,Disprol,6
7/7/2024,Disprol,10
8/7/2024,Disprol,10
9/7/2024,Disprol,5
10/7/2024,Disprol,26
11/7/2024,Disprol,18
12/7/2024,Disprol,5
13/07/2024,Disprol,8
14/07/2024,Disprol,10
15/07/2024,Disprol,18
16/07/2024,Disprol,15
17/07/2024,Disprol,14
18/07/2024,Disprol,15
19/07/2024,Disprol,14
20/07/2024,Disprol,10
21/07/2024,Disprol,25
22/07/2024,Disprol,14
23/07/2024,Disprol,16
24/07/2024,Disprol,16
25/07/2024,Disprol,10
26/07/2024,Disprol,7
27/07/2024,Disprol,21
28/07/2024,Disprol,9
29/07/2024,Disprol,16
30/07/2024,Disprol,13
31/07/2024,Disprol,19
1/8/2024,Disprol,0
2/8/2024,Disprol,21
3/8/2024,Disprol,22
4/8/2024,Disprol,12
5/8/2024,Disprol,23
6/8/2024,Disprol,16
7/8/2024,Disprol,23
8/8/2024,Disprol,18
9/8/2024,Disprol,6
10/8/2024,Disprol,23
11/8/2024,Disprol,12
12/8/2024,Disprol,25
13/08/2024,Disprol,12
14/08/2024,Disprol,14
15/08/2024,Disprol,19
16/08/2024,Disprol,16
17/08/2024,Disprol,17
18/08/2024,Disprol,6
19/08/2024,Disprol,14
20/08/2024,Disprol,24
21/08/2024,Disprol,6
22/08/2024,Disprol,21
23/08/2024,Disprol,9
24/08/2024,Disprol,24
25/08/2024,Disprol,17
26/08/2024,Disprol,19
27/08/2024,Disprol,19
28/08/2024,Disprol,10
29/08/2024,Disprol,6
30/08/2024,Disprol,13
31/08/2024,Disprol,25
1/9/2024,Disprol,13
2/9/2024,Disprol,8
3/9/2024,Disprol,9
4/9/2024,Disprol,9
5/9/2024,Disprol,12
6/9/2024,Disprol,9
7/9/2024,Disprol,14
8/9/2024,Disprol,10
9/9/2024,Disprol,11
10/9/2024,Disprol,28
11/9/2024,Disprol,14
12/9/2024,Disprol,33
13/09/2024,Disprol,14
14/09/2024,Disprol,17
15/09/2024,Disprol,18
16/09/2024,Disprol,9
17/09/2024,Disprol,17
18/09/2024,Disprol,22
19/09/2024,Disprol,23
20/09/2024,Disprol,13
21/09/2024,Disprol,24
22/09/2024,Disprol,22
23/09/2024,Disprol,15
24/09/2024,Disprol,17
25/09/2024,Disprol,21
26/09/2024,Disprol,18
27/09/2024,Disprol,21
28/09/2024,Disprol,22
29/09/2024,Disprol,11
30/09/2024,Disprol,19
1/10/2024,Disprol,14
2/10/2024,Disprol,6
3/10/2024,Disprol,3
4/10/2024,Disprol,5
5/10/2024,Disprol,17
6/10/2024,Disprol,9
7/10/2024,Disprol,24
8/10/2024,Disprol,18
9/10/2024,Disprol,6
10/10/2024,Disprol,19
11/10/2024,Disprol,16
12/10/2024,Disprol,3
13/10/2024,Disprol,14
14/10/2024,Disprol,19
15/10/2024,Disprol,10
16/10/2024,Disprol,10
17/10/2024,Disprol,12
18/10/2024,Disprol,16
19/10/2024,Disprol,10
20/10/2024,Disprol,20
21/10/2024,Disprol,13
22/10/2024,Disprol,20
23/10/2024,Disprol,9
24/10/2024,Disprol,8
25/10/2024,Disprol,10
26/10/2024,Disprol,10
27/10/2024,Disprol,4
28/10/2024,Disprol,12
29/10/2024,Disprol,13
30/10/2024,Disprol,9
31/10/2024,Disprol,22
1/11/2024,Disprol,6
2/11/2024,Disprol,5
3/11/2024,Disprol,4
4/11/2024,Disprol,6
5/11/2024,Disprol,6
6/11/2024,Disprol,10
7/11/2024,Disprol,12
8/11/2024,Disprol,8
9/11/2024,Disprol,10
10/11/2024,Disprol,6
11/11/2024,Disprol,4
12/11/2024,Disprol,2
13/11/2024,Disprol,6
14/11/2024,Disprol,11
15/11/2024,Disprol,2
16/11/2024,Disprol,14
17/11/2024,Disprol,11
18/11/2024,Disprol,9
19/11/2024,Disprol,12
20/11/2024,Disprol,12
21/11/2024,Disprol,6
22/11/2024,Disprol,2
23/11/2024,Disprol,7
24/11/2024,Disprol,4
25/11/2024,Disprol,7
26/11/2024,Disprol,4
27/11/2024,Disprol,13
28/11/2024,Disprol,7
29/11/2024,Disprol,2
30/11/2024,Disprol,14
1/12/2024,Disprol,5
2/12/2024,Disprol,7
3/12/2024,Disprol,9
4/12/2024,Disprol,5
5/12/2024,Disprol,14
6/12/2024,Disprol,7
7/12/2024,Disprol,12
8/12/2024,Disprol,13
9/12/2024,Disprol,9
10/12/2024,Disprol,10
11/12/2024,Disprol,3
12/12/2024,Disprol,9
13/12/2024,Disprol,12
14/12/2024,Disprol,8
15/12/2024,Disprol,7
16/12/2024,Disprol,5
17/12/2024,Disprol,9
18/12/2024,Disprol,5
19/12/2024,Disprol,1
20/12/2024,Disprol,3
21/12/2024,Disprol,6
22/12/2024,Disprol,14
23/12/2024,Disprol,6
24/12/2024,Disprol,7
25/12/2024,Disprol,4
26/12/2024,Disprol,8
27/12/2024,Disprol,0
28/12/2024,Disprol,9
29/12/2024,Disprol,9
30/12/2024,Disprol,6
31/12/2024,Disprol,20
1/1/2025,Disprol,1
2/1/2025,Disprol,7
3/1/2025,Disprol,8
4/1/2025,Disprol,14
5/1/2025,Disprol,3
6/1/2025,Disprol,12
7/1/2025,Disprol,11
8/1/2025,Disprol,15
9/1/2025,Disprol,11
10/1/2025,Disprol,12
11/1/2025,Disprol,15
12/1/2025,Disprol,9
13/01/2025,Disprol,20
14/01/2025,Disprol,13
15/01/2025,Disprol,23
16/01/2025,Disprol,20
17/01/2025,Disprol,5
18/01/2025,Disprol,13
19/01/2025,Disprol,25
20/01/2025,Disprol,16
21/01/2025,Disprol,3
22/01/2025,Disprol,22
